Address	City	Zip	Area	Yr Blt	BR	 HB	FB	Garage	Garage	Garage_2	Garage_3	Garage_4	Garage_5	Garage_6	SF (M+U)	Status	DOM	Sales Date	LP	Sale Pr	LAgt	LAgt Name	LAgt Ph#	SAgt	SAgt Name	SAgt Ph#
9482 W STARGAZER DR	PENDLETON	46064	4815	2003	3	1	2	Y	2CATC	  	  	  	  	  	1962	SOLD	84	01/24/2013	117,000	112,950	21321	Jeremy Sandlin	  	24437	Sheri Coldren	317-727-4626
308 E State Rd 28	Alexandria	46001	4805	1947	3	0	1	Y	2CATC	  	  	  	  	  	1680	SOLD	30	02/08/2013	44,900	37,500	6077	Matthew O'Brien	317-928-3230	9999	. Non-BLC Member	317-956-1912
4407 STRATFORD DR	ANDERSON	46014	4813	1973	3	1	1	Y	1CATC	  	  	  	  	  	1104	SOLD	76	05/30/2013	62,500	54,000	21499	Heather Ridenour	765-425-3606	10575	Fran Plummer	765-641-2300
4705 STRATFORD DR	ANDERSON,	46013	4812	2005	2	0	2	Y	2CATC	  	  	  	  	  	1491	SOLD	50	05/28/2013	89,900	80,000	15706	Michael Lawson	765-606-0559	1830	Douglas Lawyer	  
921 SUMMERLIN CT	ANDERSON	46011	4810	2000	3	0	2	Y	2CATC	  	  	  	  	  	1709	SOLD	39	12/11/2012	149,900	139,000	16433	Jada Sparks	765-640-2080	13669	John Rhodes	765-354-9820
308 N SUMMIT ST	SUMMITVILLE	46070	4803	1899	3	1	1	N	NONE	  	  	  	  	  	1368	SOLD	95	05/06/2013	22,200	19,500	26708	Joni Bragg	765-617-0809	32559	Jenna Hiatt	765-683-9274
217 N SWAIN ST	INGALLS	46048	4815	1950	2	0	1	Y	1CATC	  	  	  	  	  	800	SOLD	4	04/11/2013	19,900	20,000	10629	Bill Carter	765-617-9799	10629	Bill Carter	765-617-9799
1529 SWEETBRIAR DR	ELWOOD	46036	4804	1957	4	0	2	Y	1CATC	  	  	  	  	  	1488	SOLD	190	09/10/2013	40,360	27,807	1799	P.J. Ryan	765-675-8484	9999	. Non-BLC Member	  
2625 TAMRA	ANDERSON	46012	4811	1965	3	1	1	Y	2CATC	  	  	  	  	  	1324	SOLD	120	05/24/2013	79,900	74,000	10629	Bill Carter	765-617-9799	16433	Jada Sparks	765-640-2080
5810 N TERESA DR	ALEXANDRIA	46001	4808	1972	4	1	2	Y	2CATC	  	  	  	  	  	2087	SOLD	166	08/02/2013	80,000	69,500	10629	Bill Carter	765-617-9799	29886	Jody Townsend	765-606-6447
107 TIMES SQUARE	ANDERSON	46013	4812	1977	2	1	2	Y	2CATC	  	  	  	  	  	1364	SOLD	99	05/20/2013	79,900	76,000	10575	Fran Plummer	765-643-2626	10593	Sherry Minton	765-641-2300
9099 TOMAHAWK	MARKLEVILLE	46056	4817	1998	3	0	2	Y	2CDTC	  	  	  	  	  	1173	SOLD	127	09/05/2013	68,000	29,000	11704	Kelly Wood	765-534-3749	21181	Christopher Price	317-271-5959
817 VALLEY DR	ANDERSON	46011	4807	1961	3	0	1	N	OTHER	  	  	  	  	  	1280	SOLD	34	01/10/2013	24,500	27,500	12388	Sheila Hubbard	317-440-5088	10569	Wendi Carter-Hopkins	765-644-9755
502 W VAN BUREN ST	ALEXANDRIA	46001	4805	1957	3	0	1	Y	1CDTC	  	  	  	  	  	1048	SOLD	5	12/20/2012	24,900	29,900	10629	Bill Carter	765-617-9799	10758	Julayne Myers	  
514 VASBINDER DR	CHESTERFIELD	46017	4814	1948	3	0	2	Y	1CATC	  	  	  	  	  	1400	SOLD	29	12/10/2012	52,900	48,500	20428	Donald Poe	765-534-4762	10717	Becky Boles	765-640-2080
912 VASBINDER DR	CHESTERFIELD	46017	4814	1955	2	0	1	Y	1CATC	  	  	  	  	  	1188	SOLD	59	06/18/2013	48,000	47,000	18031	Tracy Ward	765-643-3357	10593	Sherry Minton	765-641-2300
1018 VASBINDER DR	CHESTERFIELD	46017	4814	1955	3	0	2	Y	1CATC	  	  	  	  	  	1346	SOLD	53	04/25/2013	32,900	26,000	27078	Paul Starr	  	27078	Paul Starr	765-288-1711
3617 VILLAGE DR	ANDERSON	46011	4812	2000	2	0	2	Y	2CATC	  	  	  	  	  	1509	SOLD	95	04/19/2013	102,900	89,500	10693	Sharon Baker	765-621-2101	10693	Sharon Baker	765-621-2101
14 W. 38th St.	Anderson	46013	4812	1926	2	0	1	Y	2CDTC	  	  	  	  	  	925	SOLD	108	01/28/2013	48,500	42,000	10640	Dorothy Stottlemyer	765-642-4933	10575	Fran Plummer	765-641-2300
2116 Walnut St	Anderson	46016	4813	1900	2	0	1	N	NONE	  	  	  	  	  	816	SOLD	77	06/21/2013	9,500	7,800	9457	Chris Camperelli	  	10715	Everett Cook	  
301 WALNUT ST	ALEXANDRIA	46001	4805	1960	4	0	2	Y	2CATC	  	  	  	  	  	1536	SOLD	89	05/01/2013	29,900	27,000	30585	Rodney Rouch	  	13095	Brad Taflinger	  
803 Walnut ST	Frankton	46044	1605	1972	3	0	1	N	NONE	  	  	  	  	  	1188	SOLD	5	11/13/2012	29,900	26,850	29156	Ken Gehris	  	29156	Ken Gehris	866-807-9087
2253 WALTON ST	ANDERSON	46016	4812	1940	4	0	2	Y	2CDTC	  	  	  	  	  	968	SOLD	65	04/12/2013	7,200	5,750	12400	Bonnie Flint	765-278-6984	12400	Bonnie Flint	765-278-6984
2257 WALTON ST	ANDERSON	46016	4812	1915	3	0	2	N	OTHER	  	  	  	  	  	1512	SOLD	110	04/01/2013	8,000	4,900	12388	Sheila Hubbard	317-440-5088	9999	. Non-BLC Member	317-956-1912
806 W WASHINGTON ST	ALEXANDRIA	46001	4805	1943	2	0	1	Y	1CDTC	  	  	  	  	  	840	SOLD	71	05/20/2013	29,900	27,000	10629	Bill Carter	765-617-9799	10757	Tamra Gooding	  
217 WEST ST	PENDLETON	46064	4816	1899	3	0	2	N	NONE	  	  	  	  	  	1650	SOLD	42	01/04/2013	39,900	32,000	1838	Lana Detro	317-509-6797	22937	Deidra Ballard	765-640-1900
1362 WILLOW WALK PARKWAY	ELWOOD	46036	4801	2004	3	0	2	Y	2CATC	  	  	  	  	  	1620	SOLD	104	02/20/2013	119,000	105,000	22141	Sharon Robinson	  	22141	Sharon Robinson	765-288-0400
1505 S WINDING	ANDERSON	46011	4812	1968	3	0	2	Y	2CATC	  	  	  	  	  	0	SOLD	77	09/19/2013	50,000	51,500	10820	Richard Melton	765-683-1490	29045	Ted Moss	765-644-3341
1209 WOLF RUN CT	ANDERSON,	46013	4812	2002	3	0	2	Y	2CATC	  	  	  	  	  	1232	SOLD	7	02/01/2013	38,500	38,500	991	Jack Fife	317-251-9402	991	Jack Fife	  
1210 WOLF RUN CT	ANDERSON,	46013	4812	2002	3	0	2	Y	2CATC	  	  	  	  	  	1118	SOLD	20	01/11/2013	31,350	31,350	991	Jack Fife	317-251-9402	991	Jack Fife	  
1216 WOLF RUN CT	ANDERSON,	46013	4812	2002	3	0	2	Y	2CATC	  	  	  	  	  	1224	SOLD	0	04/12/2013	39,600	39,600	991	Jack Fife	317-251-9402	991	Jack Fife	  
1812 WOODBINE DR	ANDERSON	46011	4810	1964	3	0	1	Y	1CATC	  	  	  	  	  	1181	SOLD	37	02/28/2013	20,000	18,000	28040	Jeffrey Cummings	317-370-4664	2215	Diane Wilson	765-640-1900
1816 WOODBINE DR	ANDERSON	46011	4810	1964	3	0	1	Y	1CATC	  	  	  	  	  	1311	SOLD	4	11/29/2012	19,900	24,000	26708	Joni Bragg	765-617-0809	15087	Rachel Ellis	765-425-0389
1903 WOODBINE DR	ANDERSON	46011	4810	1965	3	0	1	Y	1CATC	  	  	  	  	  	975	SOLD	100	04/05/2013	28,000	25,900	10820	Richard Melton	765-683-1490	10775	Betty Mitchell	  
952 N WOODCREST	ANDERSON	46012	4814	1993	4	0	3	Y	3CATC	  	  	  	  	  	2541	SOLD	45	03/28/2013	209,900	185,000	10593	Sherry Minton	765-278-9564	17574	Jeff Weightman	317-258-4714
303 WOODLAWN DR	ANDERSON	46012	4811	1956	3	0	1	Y	1CATC	  	  	  	  	  	1096	SOLD	13	11/30/2012	18,000	24,000	10629	Bill Carter	765-617-9799	32321	Reanna Southard	765-643-3357
518 WOODLAWN DR	ANDERSON	46012	4811	1958	3	0	1	N	NONE	  	  	  	  	  	1252	SOLD	27	05/27/2013	16,000	16,299	26708	Joni Bragg	765-748-5509	10677	Roger Shoot	  
912 WOODLAWN DR	ANDERSON	46012	4813	1952	2	0	1	N	NONE	  	  	  	  	  	720	SOLD	23	02/23/2013	18,500	18,000	12388	Sheila Hubbard	317-440-5088	17737	Sonya Pickett	765-640-1900
7335 WOODROW DR	PENDLETON	46064	4816	1963	2	0	2	Y	2CATC	  	  	  	  	  	1344	SOLD	61	04/08/2013	59,900	54,500	12388	Sheila Hubbard	317-440-5088	9973	Teresa Lents	317-332-7125
7572 WYMM	INGALLS	46048	4815	2004	3	1	2	Y	2CATC	  	  	  	  	  	1792	SOLD	84	03/13/2013	76,000	65,000	27808	Jennifer Wilmoth	317-863-4102	30682	Jonathan Liszak	317-663-8485
1203 Yellowbrick rd	PENDLETON	46064	4816	1993	3	1	3	Y	3CATC	  	  	  	  	  	3146	SOLD	104	04/29/2013	269,900	255,000	9644	Tara Hilton	765-778-7253	24576	Stephanie Miles	317-282-0643
